@relation 'hw4TrainData'

@attribute abstract_col string
@attribute domain_col {Computer-Science,Breast-Cancer,Aircraft}

@data
'PURPOSE OF REVIEW:Window of Opportunity (WOO) studies have gain their place in current clinical and translational research in breast cancer patients. This review provides current information and future applications of this specific type of research. RECENT FINDINGS:So far, WOO trials in breast cancer patients have demonstrated their utility in breast cancer research as: first they allow administering a treatment for a short period of time to treatment-naïve patients whose tumors have not developed mechanisms of resistance or heterogeneity because of previous therapies. Second, it brings a unique opportunity for translational research providing easy access to tumor tissue in order to evaluate antitumor effect from initial biopsy and from surgical resection specimen. They provide the perfect scenario for biomarker discovery and validation in an efficient and timely manner and valuable information about drug pharmacodynamics. Several issues need to be contemplated when designing and performing this type of trials including choice of a biological surrogate endpoint of efficacy as standard clinical activity endpoints are not feasible. SUMMARY:Despite some limitations like the absence of information about secondary mechanisms of resistance, WOO trials represent an important support for drug development and biomarker discovery in breast cancer patients.',Breast-Cancer
'Objective:Breast cancer is the most common type of cancer and the leading cause of cancer-related deaths in women in Turkey. This study presents the characteristics of patients registered in National Breast Cancer Registry Program of Turkish Federation of Breast Diseases Societies. Materials and Methods:The registry contains 242 variables under 10 categories and 699 questions. Patients were recorded (online and offline) from nationwide breast centers around Turkey. Results:Twenty-thousand patients were registered between May 2005 and April 2017 at 36 centers. After data cleaning, 19,503 women were included in the study. The median age at diagnosis was 51 [14-97]; 17.2% were younger than 40 and 37.2% were premenopausal; 13.6% were nulliparous. Breast conserving surgery rate was 39.3%. Histopathology was invasive ductal cancer in 77%. Majority of patients had stage II cancer (48.3%). Estrogen, progesterone and HER-2 receptor positivity rates in invasive breast cancer were 72.5%, 62.5% and 21.8%, respectively. The mean tumor diameter was 2.5±1.7 cm. During the mean 51.6 months of follow-up, the local/regional and systemic recurrence rates were 3.7% and 5.2%, respectively; five and 10-year overall survival rates were 86% and 76%. Conclusion:Despite increasing number of screening centers and free-of-charge mammography (ages 40 to 69) and mobile screening systems in recent years, a significant portion of patients were diagnosed at advanced stage due to lack of breast cancer awareness. In contrast with the study published 5 years ago, there was a decrease in the rate of pre-menopausal women and an increase in the breast conserving surgery.',Breast-Cancer
"PURPOSE OF REVIEW:Breast cancer is the most common cancer in women, yet conclusive evidence of the effects of dietary modification in breast cancer survivors is lacking. Here, we summarize the literature and highlight important data regarding the association between dietary interventions and breast cancer outcomes. RECENT FINDINGS:Long-term follow-up and secondary analysis of the Women's Health Initiative study demonstrated a significant improvement in overall survival for women who were randomized to the low-fat diet pattern compared with those in the usual-diet group. Dietary quality as measured by Healthy Eating Index score was also associated with both a decrease in cancer-specific mortality and overall mortality. Despite current evidence on the role of diet and nutrition in breast cancer outcomes, conclusive data to translate current findings to clinical practice is lacking and requires multidisciplinary prospective research to advance the field.",Breast-Cancer
'This article presents some application of the morphing technology for aerodynamic performance improvement of turboprop regional aircraft. It summarizes the results obtained in the framework of the Clean Sky 2 AIRGREEN2 program for the development and application of dedicated morphing devices for take-off and landing, and their uses in off design conditions. The wing of the reference aircraft configuration considers Natural Laminar Flow (NLF) characteristics. A deformable leading edge morphing device ("droop nose") and a multi-functional segmented flap system have been considered. For the droop nose, the use of the deformable compliant structure was considered, as it allows a "clean" leading edge when not used, which is mandatory to keep natural laminar flow (NLF) properties at cruise. The use of a segmented flap makes it possible to avoid external flap track fairings, which will lead to performance improvement at cruise. An integrated tracking mechanism is used to set the flap at its take-off optimum setting, and, then, morphing is applied in order to obtain a high-performance level for landing. Lastly, some performance improvements can be obtained in climb conditions by using the last segment of the flap system to modify the load distribution on the wing in order to recover some extended laminar flow on the wing upper surface.',Aircraft
'In this study, a lightweight sandwich aircraft spoiler (AS) with a high stiffness-to-weight ratio was designed. Excellent mechanical properties were achieved by the synthetic use of topology optimization (TO), lattice structure techniques, and high-performance materials, i.e., titanium alloy and aluminum alloy. TO was first utilized to optimize the traditional aircraft spoiler to search for the stiffest structure with a limited material volume, where titanium alloy and aluminum alloy were used for key joints and other parts of the AS, respectively. We then empirically replaced the fine features inside the optimized AS with 3D kagome lattices to support the shell, resulting in a lightweight sandwich AS. Numerical simulations were conducted to show that the designed sandwich AS exhibited good mechanical properties, e.g., high bending rigidity, with a reduction in weight by approximately 80% when compared with that of the initial design model. Finally, we fabricated the designed model with photosensitive resin using a 3D printing technique.',Aircraft
'Building a wide-area, high-efficiency, and accurate detection technology for air targets has become a new challenge for the construction of space situational awareness. Firstly, based on the space-based optical detection requirements for aircraft plume, the method of integrated modeling for sea/cloud background radiation characteristics based on coupling of remote sensing data and physical model is proposed, which can effectively deduce the background radiation field distribution under any environmental conditions. Specifically, combined with meteorological satellite sensor data, such as cloud top temperature, cloud type and cloud top height, three-dimensional atmospheric transmittance and atmospheric path thermal radiation texture are generated for different cloud heights and cloud phase conditions. Then, a coupled sea/cloud bidirectional reflectance model matched to the sampling of space-based detectors is established. Further, the accurate prediction model for multi-spectral imaging features of aircraft plume is built by considering the space-based full imaging chains including the complex coupling of aircraft plume, sea/cloud background, environmental atmosphere, optical system, and imaging detector. Finally, combined with the diffraction effect of the optical system, the multi-spectral imaging features of the aircraft plume are simulated under various spectral bands, flying heights, sea/cloud backgrounds, and detection angles, and the detection performances are analyzed and discussed by using the signal-to-clutter ratio (SCR). Research results show that the detection capability in the narrow band of 2.65-2.90µm and 4.25-4.50µm is better than the wide band of 3-5µm. When the aircraft flying height is greater than 5km, the aircraft plume can be detected in both narrow bands. It is more reliable to use the multispectral joint-band to detect aircraft plume in different backgrounds.',Aircraft
'Current satellite remote sensing data still have some inevitable defects, such as a low observing frequency, high cost and dense cloud cover, which limit the rapid response to ground changes and many potential applications. However, passenger aircraft may be an alternative remote sensing platform in emergency response due to the high revisit rate, dense coverage and low cost. This paper introduces a volunteered passenger aircraft remote sensing method (VPARS) for emergency response. It uses the images captured by the passenger volunteers during flight. Based on computer vision algorithms and geocoding procedures, these images can be processed into a mosaic orthoimage for rapid ground disaster mapping. Notable, due to the relatively low flight latitude, small clouds can be easily removed by stacking multi-angle tilt images in the VPARS method. A case study on the 2019 Guangdong flood monitoring validates these advantages. The frequent aircraft revisit time, intensive flight coverage, multi-angle images and low cost of the VPARS make it a potential way to complement traditional remote sensing methods in emergency response.',Aircraft
"Current objective data on aircraft noise effects on sleep are needed in the US to inform policy. In this pilot field study, heart rate and body movements were continuously measured during sleep of residents living in the vicinity of Philadelphia International Airport (PHL) and in a control region without aircraft noise with sociodemographic characteristics similar to the exposed region (N = 40 subjects each). The primary objective was to establish the feasibility of unattended field measurements. A secondary objective was to compare objective and subjective measures of sleep and health between control and aircraft noise exposed groups. For all measurements, there was less than 10% of data loss, demonstrating the feasibility of unattended home measurements. Based on 2375 recorded aircraft noise events, we found a significant (unadjusted p = 0.0136) exposure-response function between the maximum sound pressure level of aircraft noise events and awakening probability inferred from heart rate increases and body movements, which was similar to previous studies. Those living near the airport reported poorer sleep quality and poorer health than the control group in general, but when asked in the morning about their last night's sleep, no significant difference was found between groups. Neither systolic nor diastolic morning blood pressures differed between study regions. While this study demonstrates the feasibility of unattended field study measurements, for a national study around multiple US airports refinements of the study design are necessary to further lower methodological expense and increase participation rates.",Aircraft
'BACKGROUND: The study aimed to identify factors associated with an increased likelihood of aircraft maintenance personnel reporting a fatigue-related error.METHODS: There were 966 maintenance engineering personnel (mean age = 42 yr, 98% male) who completed a survey with items on personal factors, work factors and a question asking whether during the last month they had made an error in their work due to tiredness. Logistic regression analyses were used to determine factors independently associated with making an error at work due to tiredness.RESULTS: Respondents obtained on average 7.0 h sleep and nearly half (45%) reported that they had felt close to falling asleep while driving home from work in the past 12 mo. Most respondents (70%) had received no education on strategies for coping with shift work. Among respondents, 22% agreed/strongly agreed with the statement "During the last month, I have made an error in my work due to tiredness." Unexpected roster changes independently predicted the likelihood of reporting an error in work due to tiredness and for certain groups of aircraft maintenance personnel, < 6.5 h sleep increased the odds of an error in work due to tiredness fivefold, whereas > 7.5 h sleep almost halved the odds of reporting such an error.DISCUSSION: These findings indicate the importance of stable and predictable work patterns to minimize the risk of fatigue-related errors in this safety critical environment, and also the need for education on coping with shift work to ensure the workforce are best placed to manage their sleep away from work.Signal TL, van den Berg MJ, Mulrine HM. Personal and work factors that predict fatigue-related errors in aircraft maintenance engineering.',Aircraft
"BACKGROUND:Personnel assigned to aircraft carriers work and live in environments where hazardous noise areas and hearing recovery spaces such as sleeping areas are in close proximity to one another. Hazardous noise exposure occurring during on-duty time periods and elevated noise levels during off-duty periods in sleeping areas may be prohibiting adequate hearing recovery, thus potentially leading to hearing loss and may lead to adverse effects on sleep, leading to crew-member fatigue. This investigation characterizes Equivalent sound level (Leq) and standardized octave band center frequency noise levels according to berthing (sleeping) area location during flight operation and nonflight operation time periods on a US Navy aircraft carrier. In addition, the investigation compares noise measurements in sleeping areas to noise levels associated with auditory rest and poor sleep quality and quantity. METHODS:Noise levels were measured in berthing areas aboard a US Navy Nimitz-class aircraft carrier during a routine at-sea period. Sixty noise measurements were taken in eight sleeping locations. Leq in decibels 'A' weighted (dBA) and noise levels from 16 to 16 000 Hz in (dB) were measured during flight operations [Leq (flt ops)] and nonflight operations [Leq (nonflt ops)]. Leq was also measured according to sleep area shipboard locations of forward (FWD) Leq (FWD), middle (MID) Leq (MID), and rear (AFT) Leq (AFT). These data were compared to the 70 dBA American Conference of Governmental Industrial Hygienists (ACGIH) threshold limit value (TLV) for effective quiet areas. In addition, these data were compared to noise levels associated with hearing loss and sleep parameters. Statistical analysis was conducted with R version 3.5.2 using an alpha level of 0.05. RESULTS:Leq (flt ops) in sleeping areas was a statistically significant (P < 0.05) 6.4 dBA higher than the Leq (nonflt ops). Leq (FWD) and Leq (MID) in sleeping areas was a statistically significant (P < 0.05) 15.2 and 15.0 dBA higher, respectively, than the Leq (AFT) noise levels. Mean noise levels at standardized center (1/1) octave bands were highest between 500 and 4000 Hz, ranging from 65.2 to 69.8 dB. A total of 72% of all area Leq measurements exceeded the 70 dBA ACGIH TLV classified as effective quiet to allow for temporary threshold shift recovery. All noise measurements exceeded the World Health Organization's noise threshold where adverse effects on sleep begin. DISCUSSION/CONCLUSIONS:Results suggest that sleeping area location in close proximity to relatively high noise sources and activities occurring on an aircraft carrier (i.e. flight operations) increase noise levels in sleeping areas. These findings raise serious concerns since high noise exposures both on duty and during off-duty/sleeping periods may inhibit auditory recovery from hazardous noise exposures. In addition, results suggest noise levels in sleeping areas are high enough to evoke negative sleep effects.",Aircraft
'This paper proposes a constraint-tolerant design with sliding mode strategy to improve the stability of aircraft engine control. To handle the difficulties associated with the high-frequency switching laws, merely attenuating the chattering is far from satisfactory. System constraints on input, output, and input rate should be addressed in the design process. For a sort of uncertain nonlinear systems subjected to the constraints, sliding mode regulators are designed using Lyapunov analysis. A turbofan engine is adopted for simulation, which shows that the methodology developed in this paper can handle the speed tracking and limit protection problem in a stable fashion, despite the negative influence posed by the system constraints.',Aircraft
"Recently, a robust least squares support vector machine (R-LSSVM) was proposed, but its computational complexity is very high compared with the traditional least squares support vector machine (LSSVM). To reduce R-LSSVM's computational complexity, an improved version, i.e., extended LSSVM (E-LSSVM), is developed in this paper. E-LSSVM and R-LSSVM are equivalent in terms of the generalization performance, but the former needs lower computational complexity than the latter. It is proved that the traditional LSSVM is a special case of E-LSSVM, and based on this fact, we know that the bias in the traditional LSSVM owns manifest physical meaning, i.e., the mean of the modeling error. To solve the mathematical model of E-LSSVM, two algorithms, DE-LSSVM (dual E-LSSVM) and PE-LSSVM (primal E-LSSVM), are proposed from dual and primal spaces, respectively. Even competing against the traditional LSSVM, DE-LSSVM takes the edge in term of the training time. In addition, the sparse problem and cross validation of DE-LSSVM are discussed as well. To verify the effectiveness and soundness of the proposed DE-LSSVM and PE-LSSVM, experiments on regression and classification problems are investigated. To be more important, DE-LSSM and PE-LSSVM are successfully applied to the fault diagnosis of aircraft engine, showing that they are eligible for potential techniques of the fault diagnosis of aircraft engine.",Aircraft
'Residents living in the vicinity of airports are exposed to noise from departing and approaching aircraft. Noise may be reduced by introducing novel aircraft technologies into vehicle retrofit, aircraft design and flight procedures. Nowadays, noise assessment and communication of noise are accomplished using conventional noise indicators that consider neither the perception of sound, nor its health effects. To overcome these limitations, this article presents a more comprehensive approach that supports the movement for perception-influenced design in order to reduce the negative environmental impacts and adverse health effects caused by increased air traffic noise. By means of auralization (the acoustical counterpart of visualization), possible future changes can be evaluated by considering the human perception of sound. In this study, in a virtual acoustic environment flyovers of different aircraft types and flight procedures are auralized for ground-based receiver locations, and subsequently evaluated in a psychoacoustic laboratory experiment with respect to short-term noise annoyance. Flight approaches of an existing reference aircraft, a possible low-noise retrofitted vehicle and a future low-noise vehicle design were simulated along standard and tailored flight procedures. To create realistic listening experiences of synthetic flyovers, auralization technologies were further developed regarding source synthesis, transitions between aircraft conditions, sound propagation effects and immersive sound reproduction. Listening experiments revealed significant annoyance reductions for low-noise aircraft types and tailored flight procedures, and that maximum benefit is achieved by the combined optimization of aircraft design and flight procedure. Further, it is shown that spatially distributed receivers need to be considered for a reliable low-noise aircraft technology evaluation. The reduction potential in terms of perceived noise by retrofitting current vehicles and designing new vehicle architectures is thus demonstrated. These findings suggest applying the proposed comprehensive approach to effectively reduce the impact of perceived air traffic noise in the future.',Aircraft
"The ubiquitous anthropogenic low-frequency noise impedes communication by masking animal signals. To overcome this communication barrier, animals may increase the frequency, amplitude and delivery rate of their acoustic signals, making them more easily heard. However, a direct impact of intermittent, high-level aircraft noise on birds' behaviour living close to a runway has not been studied in detail. We recorded common chiffchaffs Phylloscopus collybita songs near two airports and nearby control areas, and we measured sound levels in their territories at Manchester Airport. The song recordings were made in between aircraft movements, when ambient sound levels were similar between airport and control populations. We also conducted playback experiments at the airport and a control population to test the salience of airport, and control population specific songs. In contrast to the general pattern of increased song frequency in noisy areas, we show that common chiffchaffs at airports show a negative relationship between noise exposure level and song frequency. Experimental data show that chiffchaffs living near airports also respond more aggressively to song playback. Since the decrease in song frequency results in increased overlap with aircraft noise, these findings cannot be explained as an adaptation to improve communication. The increased levels of aggression suggest that chiffchaffs, like humans, might be affected behaviourally by extreme noise pollution. These findings should influence environmental impact assessments for airport expansions globally.",Aircraft
'In this article, we analyse flight crew response to an in-flight powerplant system malfunction (PSM) using control task analysis. We demonstrate the application of the decision ladder template and the skills, rules, and knowledge (SRK) framework to this new area of inquiry. Despite the high reliability of turbofan engines, accidents and incidents involving PSM still occur. During these unusual events, flight crew have not always responded appropriately, leading to a reduction in safety margins or disruption of operations. This article proposes recommendations for technological and information system that can support flight crew in responding safely and appropriately to a PSM. These recommendations focus on new ways in which information from engine health monitoring system and other sources of data can be utilised and displayed. Firstly, we conducted knowledge elicitation using Critical Decision Method (CDM) interviews with airline pilots who have experienced real or simulated PSM events. We then developed generic decision ladders using the interview data, operations manual, training manual, and other guideline documents. The generic decision ladders characterise the different stages of responding to PSM identified as part of the research. These stages include: regaining and maintaining control of aircraft, identifying PSM and selecting appropriate checklists to secure the engine, and modifying the flight plan. Using the decision ladders and insights from the CDM interviews, we were able to identify cognitive processes and states that are more prone to errors and therefore more likely to generate an inappropriate response. Using the SRK framework, we propose design recommendations for technological and information systems to minimise the likelihood of such inappropriate response. We conclude that this combination of methods provides a structured and reliable approach to identifying system improvements in complex and dynamic work situations. Our specific contributions are the application of these techniques in the unrepresented area of flight operations, and the development of evidence-based design recommendations to improve flight crew response to in-flight powerplant system malfunctions.',Aircraft
"In light of growing concern and insufficient knowledge on the negative impact of aircraft emissions on environmental health, this study strives to investigate the air burden of major and trace elements caused by general aviation, piston-engine, and turboprop aircraft, within the vicinity of Eskisehir Hasan Polatkan Airport (Eskisehir, Turkey). The levels of 57 elements were investigated, based on moss bag biomonitoring using Sphagnum sp., along with chemical analyses of lubrication oil and aviation gasoline fuel used in the aircraft's operations. Five sampling sites were selected within the vicinity of the airport area to capture spatial changes in the concentration of airborne elements. The study demonstrates that moss bag biomonitoring is a useful tool in the identification of differences in the air burden by major and trace elements that have concentrated downwind of the aircraft emission sources. Moreover, pollutant enrichment in the Sphagnum moss bags and elemental characterization of oil/fuel are in agreement suggesting that Pb, followed by Cd, Cu, Mo, Cr, Ni, Fe, Si, Zn, Na, P, Ca, Mg, and Al are dominant elements that shaped the general aviation aircraft emissions.",Aircraft
'The Sentinel-2 satellites in the Copernicus program provide high resolution multispectral images, which are recorded with temporal offsets up to 2.6 s. Moving aircrafts and ships are therefore observed at different positions due to the multispectral band offsets, from which velocities can be determined. We describe an algorithm for detecting aircrafts and ships, and determining their speed, heading, position, length, etc. Aircraft velocities are also affected by the parallax effect and jet streams, and we show how the altitude and the jet stream speed can be determined from the geometry of the aircraft and/or contrail heading. Ship speeds are more difficult to determine as wakes affect the average ship positions differently in the various multispectral bands, and more advanced corrections methods are shown to improve the velocity determination.',Aircraft
"OBJECTIVE:To assess the impact of long-term exposure to aircraft noise on blood pressure (BP), prevalence of arterial hypertension, and indices of asymptomatic organ damage. METHODS:Using acoustic maps, we selected and further compared people living (average 35 years) in areas exposed to high, more than 60 dB (n = 101), and low aircraft noise, less than 55 dB (n = 100). Medical history taking, office BP measurement, ambulatory BP monitoring, and echocardiographic and arterial stiffness measurements were performed. RESULTS:Exposure to aircraft noise did not increase the prevalence of arterial hypertension (50%, both groups) but was associated with higher office (88.3 ± 11.4 vs. 79.8 ± 8.6 mmHg, P < 0.001) and night-time DBP (66.6 ± 9.5 vs. 63.6 ± 7.3 mmHg, P < 0.01). Participants exposed to a high aircraft noise level had a higher carotid-femoral pulse wave velocity (PWV) (10.3 ± 1.8 vs. 9.4 ± 1.4 m/s, P < 0.01) and lower early mitral annulus velocity (e') (8.4 ± 2.9 vs. 9.2 ± 3.4 cm/s, P = 0.047). These differences were independent of age, sex, BMI, education, time spent at home, smoking status, alcohol consumption, and antihypertensive treatment. Higher office and night-time DBP, PWV, and e' values were explicitly observed in exposed normotensive participants. PWV in aircraft noise-exposed normotensive participants was equal to that of two decades older unexposed normotensive participants and was significantly associated with noise annoyance. CONCLUSION:Long-term aircraft noise exposure is related to higher office and night-time DBP, more advanced arterial stiffness, and unfavourable left ventricle diastolic function changes. Accelerated arterial stiffening was observed in those exposed to aircraft noise, even normotensive participants, to a degree depending on noise annoyance.",Aircraft
'In a socio-technical work domain, humans, device interfaces and artefacts all affect transformations of information flow. Such transformations, which may involve a change of auditory to visual information & vice versa or alter semantic approximations into spatial proximities from instruments readings, are generally not restricted to solely human cognition. This paper applies a joint cognitive system approach to explore a socio-technical system. A systems ergonomics perspective is achieved by applying a multi-layered division to transformations of information between, and within, human and technical agents. The approach uses the Functional Resonance Analysis Method (FRAM), but abandons the traditional boundary between medium and agent in favour of accepting aircraft systems and artefacts as agents, with their own functional properties and relationships. The joint cognitive system perspective in developing the FRAM model allows an understanding of the effects of task and information propagation, and eventual distributed criticalities, taking advantage of the functional properties of the system, as described in a case study related to the cockpit environment of a DC-9 aircraft. Practitioner Summary: This research presents the application of one systemic method to understand work systems and performance variability in relation to the transformation of information within a flight deck for a specific phase of flight. By using a joint cognitive systems approach both retrospective and prospective investigation of cockpit challenges will be better understood. Abbreviations: ATC: air traffic control; ATCO: air traffic controller; ATM: air traffic management; CSE: cognitive systems engineering; DSA: distributed situation awareness; FMS: flight management system; FMV: FRAM model visualize; FRAM: functional resonance analysis method; GF: generalised function; GW: gross weight; HFACS: human factors analysis and classification system; JCS: joint cognitive systems; PF: pilot flying; PNF: pilot not flying; SA: situation awareness; SME: subject matter expert; STAMP: systems theoretic accident model and processes; VBA: visual basic for applications; WAD: work-as-done; WAI: work-as-imagined; ZFW: zero fuel weight.',Aircraft
'An increasing number of aircraft is equipped with wing tip devices, which either are installed by the aircraft manufacturer at the production line or are retrofitted after the delivery of the aircraft to its operator. Installation of wing tip devices has not been a popular choice for regional turboprop aircraft and the novelty of the current study is to investigate the feasibility of retrofitting the British Aerospace (BAe) Jetstream 31 with an appropriate wing tip device (or winglet) to increase its cruise range performance, taking also into account the aerodynamic and structural impact of the implementation. To the best of the knowledge of the authors, no previous study exists which has attempted to assess the winglet retrofit of an existing aircraft type of similar size and operating profile. The optimal winglet design achieved a 2.38% increase of the maximum range by reducing the total drag by 1.19% at a mass penalty of 3.25%, as compared with the baseline aircraft configuration. Other designs were found to be more effective in reducing the total drag, but the structural reinforcement required for their implementation outweighed the achieved performance improvements. Since successful winglet retrofit programs for typical short to medium range narrow body aircraft report even more than 3% of block fuel improvements, undertaking the project of installing an optimal winglet design to the BAe Jetstream 31, should also consider a Direct Operating Cost (DOC) assessment on top of the aerodynamic and structural aspects of the retrofit.',Aircraft
'Background: In the United States Armed Forces, telemedicine can bring specialist care into the field, augmenting the capabilities of health care providers in remote, austere environments to nearly the point of injury or illness. The early intervention enabled by telemedical consultation can not only guide crucial temporizing measures to safeguard life, limb, and eyesight, but can also facilitate care in resource limited environments, potentially avoiding need for patient evacuation. In circumstances when a higher level of care is needed, but unavailable or operationally not possible, telemedicine can guide management in the field until transport can be achieved. Methods: In the present case, a young male patient presented to medical company aboard a U.S. Navy aircraft carrier while deployed at sea for evaluation of an acute red eye. Despite initial therapeutic measures, his vision subsequently deteriorated. Uveitis was suspected, but transport off the ship to an eye care specialist was not possible during combat operations. Results: Telemedical consultation with shore-based ophthalmologists guided initial diagnostic and therapeutic efforts, resulting in the presumed diagnosis of syphilitic uveitis. With remote support of ophthalmology and infectious disease specialist care, the patient was treated at sea for this vision-threatening condition. As operational conditions allowed, the patient was later evacuated to definitive care. Conclusions: At follow up after treatment, the patient had an excellent visual outcome, and was promptly returned to duty.',Aircraft
